departure,departure_state,destination,destination_state,rel_tonnage,cargo_type,ship_tonnage,ship_tonnage_class,ship_tonnage_class_ranking
Dunkerque,France,Nieuport,Autriche,20.0,Matières premières,20,[1-20],a
Dunkerque,France,Ostende,Autriche,20.0,Subsistances,20,[1-20],a
Dunkerque,France,Ostende,Autriche,20.0,Objets manufacturés,40,[21-50],b
Dunkerque,France,Ostende,Autriche,20.0,[vide],40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,60.0,Divers,60,[51-100],c
Dunkerque,France,Terver,Provinces-Unies,13.333333333333334,Objets manufacturés,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,13.333333333333334,Subsistances,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,13.333333333333334,Subsistances,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,40.0,Subsistances,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,40.0,Subsistances,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,20.0,Industrie française et étrangère,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,20.0,[vide],40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,40.0,[vide],40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,20.0,Objets manufacturés,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,40.0,Subsistances,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,34.0,Subsistances,68,[51-100],c
Dunkerque,France,Terver,Provinces-Unies,34.0,Subsistances,68,[51-100],c
Dunkerque,France,Terver,Provinces-Unies,40.0,Divers,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,100.0,Divers,100,[51-100],c
Dunkerque,France,Rotterdam,Provinces-Unies,40.0,Industrie française et étrangère,40,[21-50],b
Dunkerque,France,Rotterdam,Provinces-Unies,20.0,Objets manufacturés,40,[21-50],b
Dunkerque,France,Rotterdam,Provinces-Unies,20.0,Matières premières,40,[21-50],b
Dunkerque,France,Rotterdam,Provinces-Unies,13.333333333333334,[vide],40,[21-50],b
Dunkerque,France,Rotterdam,Provinces-Unies,13.333333333333334,Objets manufacturés,40,[21-50],b
Dunkerque,France,Rotterdam,Provinces-Unies,13.333333333333334,Industrie française et étrangère,40,[21-50],b
Dunkerque,France,La Martinique,France,83.33333333333333,Objets manufacturés,250,[201-500],e
Dunkerque,France,La Martinique,France,83.33333333333333,Subsistances,250,[201-500],e
Dunkerque,France,La Martinique,France,83.33333333333333,Bêtes de somme,250,[201-500],e
Dunkerque,France,La Martinique,France,150.0,Objets manufacturés,300,[201-500],e
Dunkerque,France,La Martinique,France,150.0,Bêtes de somme,300,[201-500],e
Dunkerque,France,La Martinique,France,75.0,Bêtes de somme,150,[101-200],d
Dunkerque,France,La Martinique,France,75.0,Objets manufacturés,150,[101-200],d
Dunkerque,France,La Martinique,France,66.66666666666667,Objets manufacturés,200,[101-200],d
Dunkerque,France,La Martinique,France,66.66666666666667,Bêtes de somme,200,[101-200],d
Dunkerque,France,La Martinique,France,66.66666666666667,Industrie française et étrangère,200,[101-200],d
Dunkerque,France,La Martinique,France,55.0,Subsistances,220,[201-500],e
Dunkerque,France,La Martinique,France,55.0,[vide],220,[201-500],e
Dunkerque,France,La Martinique,France,55.0,Industrie française et étrangère,220,[201-500],e
Dunkerque,France,La Martinique,France,55.0,Objets manufacturés,220,[201-500],e
Dunkerque,France,La Martinique,France,50.0,Subsistances,150,[101-200],d
Dunkerque,France,La Martinique,France,50.0,[vide],150,[101-200],d
Dunkerque,France,La Martinique,France,50.0,Industrie française et étrangère,150,[101-200],d
Dunkerque,France,La Martinique,France,73.33333333333333,Bêtes de somme,220,[201-500],e
Dunkerque,France,La Martinique,France,73.33333333333333,Subsistances,220,[201-500],e
Dunkerque,France,La Martinique,France,73.33333333333333,Objets manufacturés,220,[201-500],e
Dunkerque,France,La Martinique,France,200.0,Objets manufacturés,200,[101-200],d
Dunkerque,France,La Martinique,France,200.0,[vide],200,[101-200],d
Dunkerque,France,La Martinique,France,280.0,cargaison inconnue,280,[201-500],e
Dunkerque,France,La Martinique,France,75.0,Bêtes de somme,150,[101-200],d
Dunkerque,France,La Martinique,France,75.0,Objets manufacturés,150,[101-200],d
Dunkerque,France,La Martinique,France,62.5,Industrie française et étrangère,250,[201-500],e
Dunkerque,France,La Martinique,France,62.5,Objets manufacturés,250,[201-500],e
Dunkerque,France,La Martinique,France,62.5,[vide],250,[201-500],e
Dunkerque,France,La Martinique,France,62.5,Industrie française et étrangère,250,[201-500],e
Dunkerque,France,La Martinique,France,59.0,Bêtes de somme,118,[101-200],d
Dunkerque,France,La Martinique,France,59.0,Objets manufacturés,118,[101-200],d
Dunkerque,France,Pointe à Pitre,France,70.0,Bêtes de somme,140,[101-200],d
Dunkerque,France,Pointe à Pitre,France,70.0,Objets manufacturés,140,[101-200],d
Dunkerque,France,Cap [Français],France,86.66666666666667,Industrie française et étrangère,260,[201-500],e
Dunkerque,France,Cap [Français],France,86.66666666666667,Divers,260,[201-500],e
Dunkerque,France,Cap [Français],France,86.66666666666667,Matières premières,260,[201-500],e
Dunkerque,France,Cap [Français],France,60.0,Subsistances,240,[201-500],e
Dunkerque,France,Cap [Français],France,60.0,[vide],240,[201-500],e
Dunkerque,France,Cap [Français],France,60.0,Objets manufacturés,240,[201-500],e
Dunkerque,France,Cap [Français],France,60.0,Industrie française et étrangère,240,[201-500],e
Dunkerque,France,Cap [Français],France,76.66666666666667,Objets manufacturés,230,[201-500],e
Dunkerque,France,Cap [Français],France,76.66666666666667,[vide],230,[201-500],e
Dunkerque,France,Cap [Français],France,76.66666666666667,Subsistances,230,[201-500],e
Dunkerque,France,Cap [Français],France,65.0,Objets manufacturés,130,[101-200],d
Dunkerque,France,Cap [Français],France,65.0,Bêtes de somme,130,[101-200],d
Dunkerque,France,Cap [Français],France,125.0,Objets manufacturés,250,[201-500],e
Dunkerque,France,Cap [Français],France,125.0,Bêtes de somme,250,[201-500],e
Dunkerque,France,Cap [Français],France,73.33333333333333,Matières premières,220,[201-500],e
Dunkerque,France,Cap [Français],France,73.33333333333333,[vide],220,[201-500],e
Dunkerque,France,Cap [Français],France,73.33333333333333,Objets manufacturés,220,[201-500],e
Dunkerque,France,Cap [Français],France,160.0,Objets manufacturés,160,[101-200],d
Dunkerque,France,Cap [Français],France,100.0,Subsistances,300,[201-500],e
Dunkerque,France,Cap [Français],France,100.0,Subsistances,300,[201-500],e
Dunkerque,France,Cap [Français],France,100.0,Objets manufacturés,300,[201-500],e
Dunkerque,France,Cayes Saint Louis,France,105.0,Subsistances,420,[201-500],e
Dunkerque,France,Cayes Saint Louis,France,105.0,Subsistances,420,[201-500],e
Dunkerque,France,Cayes Saint Louis,France,105.0,Objets manufacturés,420,[201-500],e
Dunkerque,France,Cayes Saint Louis,France,105.0,[vide],420,[201-500],e
Dunkerque,France,Newbedfort,Etats-Unis d'Amérique,175.0,Objets manufacturés,350,[201-500],e
Dunkerque,France,Newbedfort,Etats-Unis d'Amérique,175.0,Matières premières,350,[201-500],e
Dunkerque,France,Côte d' Angole,Portugal,156.66666666666666,Subsistances,470,[201-500],e
Dunkerque,France,Côte d' Angole,Portugal,156.66666666666666,Industrie française et étrangère,470,[201-500],e
Dunkerque,France,Côte d' Angole,Portugal,156.66666666666666,[vide],470,[201-500],e
Marseille,France,Baltimore,Etats-Unis d'Amérique,66.66666666666667,Matières premières,200,[101-200],d
Marseille,France,Baltimore,Etats-Unis d'Amérique,66.66666666666667,[vide],200,[101-200],d
Marseille,France,Baltimore,Etats-Unis d'Amérique,66.66666666666667,Matières premières,200,[101-200],d
Dunkerque,France,Nieuport,Autriche,10.0,Subsistances,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,10.0,Matières premières,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,10.0,[vide],20,[1-20],a
Dunkerque,France,Nieuport,Autriche,10.0,Subsistances,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,60.0,Subsistances,60,[51-100],c
Dunkerque,France,Nieuport,Autriche,20.0,Subsistances,20,[1-20],a
Dunkerque,France,Islande,Danemark,23.333333333333332,Subsistances,70,[51-100],c
Dunkerque,France,Islande,Danemark,23.333333333333332,[vide],70,[51-100],c
Dunkerque,France,Islande,Danemark,23.333333333333332,Industrie française et étrangère,70,[51-100],c
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,45.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,45.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,25.0,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,25.0,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,36.666666666666664,[vide],110,[101-200],d
Dunkerque,France,Islande,Danemark,36.666666666666664,Subsistances,110,[101-200],d
Dunkerque,France,Islande,Danemark,36.666666666666664,[vide],110,[101-200],d
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,45.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,45.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,40.0,[vide],80,[51-100],c
Dunkerque,France,Islande,Danemark,40.0,[vide],80,[51-100],c
Dunkerque,France,Islande,Danemark,30.0,[vide],60,[51-100],c
Dunkerque,France,Islande,Danemark,30.0,[vide],60,[51-100],c
Dunkerque,France,Islande,Danemark,100.0,cargaison inconnue,100,[51-100],c
Dunkerque,France,Islande,Danemark,15.0,Subsistances,45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,120.0,cargaison inconnue,120,[101-200],d
Dunkerque,France,Islande,Danemark,18.333333333333332,[vide],55,[51-100],c
Dunkerque,France,Islande,Danemark,18.333333333333332,Subsistances,55,[51-100],c
Dunkerque,France,Islande,Danemark,18.333333333333332,[vide],55,[51-100],c
Dunkerque,France,Islande,Danemark,160.0,cargaison inconnue,160,[101-200],d
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,40.0,cargaison inconnue,40,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,100.0,cargaison inconnue,100,[51-100],c
Dunkerque,France,Islande,Danemark,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Islande,Danemark,75.0,cargaison inconnue,75,[51-100],c
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,Subsistances,45,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,Subsistances,50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,21.666666666666668,[vide],65,[51-100],c
Dunkerque,France,Islande,Danemark,21.666666666666668,Subsistances,65,[51-100],c
Dunkerque,France,Islande,Danemark,21.666666666666668,[vide],65,[51-100],c
Dunkerque,France,Islande,Danemark,26.666666666666668,[vide],80,[51-100],c
Dunkerque,France,Islande,Danemark,26.666666666666668,Subsistances,80,[51-100],c
Dunkerque,France,Islande,Danemark,26.666666666666668,[vide],80,[51-100],c
Dunkerque,France,Islande,Danemark,30.0,Subsistances,90,[51-100],c
Dunkerque,France,Islande,Danemark,30.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,30.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,33.333333333333336,[vide],100,[51-100],c
Dunkerque,France,Islande,Danemark,33.333333333333336,[vide],100,[51-100],c
Dunkerque,France,Islande,Danemark,33.333333333333336,Subsistances,100,[51-100],c
Dunkerque,France,Islande,Danemark,26.666666666666668,Subsistances,80,[51-100],c
Dunkerque,France,Islande,Danemark,26.666666666666668,[vide],80,[51-100],c
Dunkerque,France,Islande,Danemark,26.666666666666668,[vide],80,[51-100],c
Dunkerque,France,Islande,Danemark,36.666666666666664,[vide],110,[101-200],d
Dunkerque,France,Islande,Danemark,36.666666666666664,Subsistances,110,[101-200],d
Dunkerque,France,Islande,Danemark,36.666666666666664,[vide],110,[101-200],d
Dunkerque,France,Islande,Danemark,23.333333333333332,Subsistances,70,[51-100],c
Dunkerque,France,Islande,Danemark,23.333333333333332,[vide],70,[51-100],c
Dunkerque,France,Islande,Danemark,23.333333333333332,[vide],70,[51-100],c
Dunkerque,France,Islande,Danemark,15.0,Subsistances,45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,10.0,[vide],30,[21-50],b
Dunkerque,France,Islande,Danemark,10.0,[vide],30,[21-50],b
Dunkerque,France,Islande,Danemark,10.0,Subsistances,30,[21-50],b
Dunkerque,France,Islande,Danemark,22.5,Objets manufacturés,90,[51-100],c
Dunkerque,France,Islande,Danemark,22.5,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,22.5,Subsistances,90,[51-100],c
Dunkerque,France,Islande,Danemark,22.5,Industrie française et étrangère,90,[51-100],c
Dunkerque,France,Islande,Danemark,12.0,Subsistances,36,[21-50],b
Dunkerque,France,Islande,Danemark,12.0,[vide],36,[21-50],b
Dunkerque,France,Islande,Danemark,12.0,[vide],36,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],30,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],30,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,Subsistances,60,[51-100],c
Dunkerque,France,Islande,Danemark,20.0,[vide],60,[51-100],c
Dunkerque,France,Islande,Danemark,20.0,[vide],60,[51-100],c
Dunkerque,France,Islande,Danemark,13.333333333333334,Subsistances,40,[21-50],b
Dunkerque,France,Islande,Danemark,13.333333333333334,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,13.333333333333334,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,20.0,[vide],60,[51-100],c
Dunkerque,France,Islande,Danemark,20.0,[vide],60,[51-100],c
Dunkerque,France,Islande,Danemark,20.0,Subsistances,60,[51-100],c
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,Subsistances,50,[21-50],b
Dunkerque,France,Islande,Danemark,11.666666666666666,[vide],35,[21-50],b
Dunkerque,France,Islande,Danemark,11.666666666666666,[vide],35,[21-50],b
Dunkerque,France,Islande,Danemark,11.666666666666666,Subsistances,35,[21-50],b
Dunkerque,France,Islande,Danemark,30.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,30.0,[vide],90,[51-100],c
Dunkerque,France,Islande,Danemark,30.0,Subsistances,90,[51-100],c
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,Subsistances,50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,15.0,[vide],30,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,15.0,[vide],30,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,22.5,[vide],45,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,22.5,[vide],45,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,15.0,[vide],30,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,15.0,[vide],30,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,20.0,[vide],40,[21-50],b
Dunkerque,France,Bergen,Danemark,11.666666666666666,Objets manufacturés,35,[21-50],b
Dunkerque,France,Bergen,Danemark,11.666666666666666,Subsistances,35,[21-50],b
Dunkerque,France,Bergen,Danemark,11.666666666666666,Subsistances,35,[21-50],b
Dunkerque,France,Guernesey,Grande-Bretagne,6.666666666666667,[vide],20,[1-20],a
Dunkerque,France,Guernesey,Grande-Bretagne,6.666666666666667,Matières premières,20,[1-20],a
Dunkerque,France,Guernesey,Grande-Bretagne,6.666666666666667,Subsistances,20,[1-20],a
Dunkerque,France,Guernesey,Grande-Bretagne,10.0,Matières premières,10,[1-20],a
Dunkerque,France,Tabago,France,73.33333333333333,Industrie française et étrangère,220,[201-500],e
Dunkerque,France,Tabago,France,73.33333333333333,Matières premières,220,[201-500],e
Dunkerque,France,Tabago,France,73.33333333333333,[vide],220,[201-500],e
Dunkerque,France,Tabago,France,116.66666666666667,Divers,350,[201-500],e
Dunkerque,France,Tabago,France,116.66666666666667,Industrie française et étrangère,350,[201-500],e
Dunkerque,France,Tabago,France,116.66666666666667,Matières premières,350,[201-500],e
Dunkerque,France,Tabago,France,50.0,Matières premières,200,[101-200],d
Dunkerque,France,Tabago,France,50.0,Objets manufacturés,200,[101-200],d
Dunkerque,France,Tabago,France,50.0,Subsistances,200,[101-200],d
Dunkerque,France,Tabago,France,50.0,Matières premières,200,[101-200],d
Dunkerque,France,Terre Neuve,Grande-Bretagne,100.0,cargaison inconnue,100,[51-100],c
Dunkerque,France,Terre Neuve,Grande-Bretagne,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Terre Neuve,Grande-Bretagne,70.0,cargaison inconnue,70,[51-100],c
Dunkerque,France,Ostende,Autriche,42.0,Matières premières,42,[21-50],b
Dunkerque,France,Islande,Danemark,40.0,cargaison inconnue,40,[21-50],b
Dunkerque,France,Calais,France,12.0,Divers,24,[21-50],b
Dunkerque,France,Calais,France,12.0,Matières premières,24,[21-50],b
Dunkerque,France,,inconnu,40.0,Divers,40,[21-50],b
Dunkerque,France,Banc de Terre Neuve,zone maritime,70.0,cargaison inconnue,70,[51-100],c
Dunkerque,France,Marseille,France,170.0,[vide],170,[101-200],d
Dunkerque,France,Banc de Terre Neuve,zone maritime,150.0,cargaison inconnue,150,[101-200],d
Dunkerque,France,Marseille,France,180.0,[vide],180,[101-200],d
Charente,France,Nantes,France,42.5,Subsistances,85,[51-100],c
Charente,France,Nantes,France,42.5,Objets manufacturés,85,[51-100],c
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Subsistances,25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Objets manufacturés,25,[21-50],b
Dunkerque,France,Banc de Terre Neuve,zone maritime,100.0,cargaison inconnue,100,[51-100],c
Ars en Ré,France,Dunkerque,France,70.0,Subsistances,70,[51-100],c
Marennes,France,Dunkerque,France,200.0,Subsistances,200,[101-200],d
Marennes,France,Dunkerque,France,120.0,Subsistances,120,[101-200],d
Marennes,France,Dunkerque,France,130.0,Subsistances,130,[101-200],d
Marennes,France,Dunkerque,France,150.0,Subsistances,150,[101-200],d
Rochefort,France,Marennes,France,90.0,Divers,90,[51-100],c
La Rochelle,France,Calais,France,70.0,cargaison inconnue,70,[51-100],c
La Rochelle,France,Calais,France,70.0,cargaison inconnue,70,[51-100],c
La Rochelle,France,Seudre,France,150.0,cargaison inconnue,150,[101-200],d
La Rochelle,France,Dunkerque,France,58.0,cargaison inconnue,58,[51-100],c
Dunkerque,France,Barcelonne,Espagne,160.0,Industrie française et étrangère,160,[101-200],d
Dunkerque,France,Barcelonne,Espagne,130.0,[vide],130,[101-200],d
Dunkerque,France,Barcelonne,Espagne,100.0,[vide],200,[101-200],d
Dunkerque,France,Barcelonne,Espagne,100.0,Subsistances,200,[101-200],d
Dunkerque,France,Barcelonne,Espagne,130.0,[vide],130,[101-200],d
Dunkerque,France,Rouen,France,75.0,[vide],75,[51-100],c
Dunkerque,France,Rouen,France,20.0,[vide],40,[21-50],b
Dunkerque,France,Rouen,France,20.0,Objets manufacturés,40,[21-50],b
Dunkerque,France,Rouen,France,70.0,Subsistances,70,[51-100],c
Dunkerque,France,Rouen,France,15.0,Matières premières,30,[21-50],b
Dunkerque,France,Rouen,France,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Rouen,France,10.0,Objets manufacturés,20,[1-20],a
Dunkerque,France,Rouen,France,10.0,Subsistances,20,[1-20],a
Dunkerque,France,Rouen,France,35.0,Subsistances,70,[51-100],c
Dunkerque,France,Rouen,France,35.0,Objets manufacturés,70,[51-100],c
Dunkerque,France,Rouen,France,37.5,[vide],75,[51-100],c
Dunkerque,France,Rouen,France,37.5,Subsistances,75,[51-100],c
Dunkerque,France,Rouen,France,60.0,Subsistances,60,[51-100],c
Dunkerque,France,Rouen,France,37.5,Subsistances,75,[51-100],c
Dunkerque,France,Rouen,France,37.5,Objets manufacturés,75,[51-100],c
Dunkerque,France,Rouen,France,23.0,Industrie française et étrangère,46,[21-50],b
Dunkerque,France,Rouen,France,23.0,Subsistances,46,[21-50],b
Dunkerque,France,Rouen,France,15.333333333333334,Subsistances,46,[21-50],b
Dunkerque,France,Rouen,France,15.333333333333334,Matières premières,46,[21-50],b
Dunkerque,France,Rouen,France,15.333333333333334,Objets manufacturés,46,[21-50],b
Dunkerque,France,Rouen,France,38.0,Industrie française et étrangère,38,[21-50],b
Dunkerque,France,Rouen,France,37.5,Objets manufacturés,75,[51-100],c
Dunkerque,France,Rouen,France,37.5,[vide],75,[51-100],c
Dunkerque,France,Rouen,France,20.0,Objets manufacturés,60,[51-100],c
Dunkerque,France,Rouen,France,20.0,Matières premières,60,[51-100],c
Dunkerque,France,Rouen,France,20.0,Subsistances,60,[51-100],c
Dunkerque,France,Rouen,France,43.0,Subsistances,43,[21-50],b
Dunkerque,France,Rouen,France,25.0,Matières premières,50,[21-50],b
Dunkerque,France,Rouen,France,25.0,Objets manufacturés,50,[21-50],b
Dunkerque,France,Rouen,France,60.0,Subsistances,60,[51-100],c
Dunkerque,France,Rouen,France,62.0,Subsistances,62,[51-100],c
Dunkerque,France,Rouen,France,42.0,Subsistances,42,[21-50],b
Dunkerque,France,Rouen,France,38.0,Subsistances,38,[21-50],b
Dunkerque,France,Rouen,France,20.0,Objets manufacturés,60,[51-100],c
Dunkerque,France,Rouen,France,20.0,Matières premières,60,[51-100],c
Dunkerque,France,Rouen,France,20.0,Matières premières,60,[51-100],c
Dunkerque,France,Rouen,France,50.0,[vide],50,[21-50],b
Dunkerque,France,Rouen,France,37.5,Subsistances,75,[51-100],c
Dunkerque,France,Rouen,France,37.5,Objets manufacturés,75,[51-100],c
Dunkerque,France,Rouen,France,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Rouen,France,21.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Rouen,France,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,20.0,[vide],40,[21-50],b
Dunkerque,France,Rouen,France,60.0,Matières premières,60,[51-100],c
Dunkerque,France,Rouen,France,12.5,[vide],25,[21-50],b
Dunkerque,France,Rouen,France,12.5,Objets manufacturés,25,[21-50],b
Dunkerque,France,Rouen,France,60.0,[vide],60,[51-100],c
Dunkerque,France,Rouen,France,40.0,Subsistances,40,[21-50],b
Dunkerque,France,Calais,France,60.0,[vide],60,[51-100],c
Dunkerque,France,Calais,France,134.0,Divers,134,[101-200],d
Dunkerque,France,Calais,France,10.0,[vide],20,[1-20],a
Dunkerque,France,Calais,France,10.0,Subsistances,20,[1-20],a
Dunkerque,France,Calais,France,60.0,Divers,60,[51-100],c
Dunkerque,France,Calais,France,20.0,Divers,20,[1-20],a
Dunkerque,France,Sette,France,120.0,cargaison inconnue,120,[101-200],d
Dunkerque,France,Bordeaux,France,83.0,Objets manufacturés,83,[51-100],c
Dunkerque,France,Bordeaux,France,80.0,Divers,80,[51-100],c
Dunkerque,France,Bordeaux,France,70.0,Objets manufacturés,140,[101-200],d
Dunkerque,France,Bordeaux,France,70.0,Matières premières,140,[101-200],d
Dunkerque,France,Le Havre,France,10.0,Objets manufacturés,20,[1-20],a
Dunkerque,France,Le Havre,France,10.0,Divers,20,[1-20],a
Dunkerque,France,Le Havre,France,68.0,Divers,68,[51-100],c
Dunkerque,France,Le Havre,France,15.0,Industrie française et étrangère,30,[21-50],b
Dunkerque,France,Le Havre,France,15.0,Objets manufacturés,30,[21-50],b
Dunkerque,France,Etaples,France,21.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,42.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Industrie française et étrangère,42,[21-50],b
Dunkerque,France,Etaples,France,30.0,Subsistances,30,[21-50],b
Dunkerque,France,Etaples,France,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,21.0,Matières premières,42,[21-50],b
Dunkerque,France,Etaples,France,21.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,38.0,Subsistances,38,[21-50],b
Dunkerque,France,Etaples,France,21.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,30.0,Subsistances,30,[21-50],b
Dunkerque,France,Le Tréport,France,60.0,[vide],60,[51-100],c
